time	V(vout)	V(vout2)
5.644285714285714e-006	3.415600e+000	3.688049e+000
5.715428571428572e-006	3.488748e+000	3.762931e+000
5.786571428571429e-006	3.561604e+000	3.834914e+000
5.857714285714286e-006	3.634168e+000	3.904001e+000
5.928857142857143e-006	3.706441e+000	3.970189e+000
6.000000000000000e-006	3.778422e+000	4.033480e+000
6.000125000000000e-006	3.778548e+000	4.033588e+000
6.000175000000001e-006	3.778598e+000	4.033631e+000
6.000275000000001e-006	3.778699e+000	4.033718e+000
6.000300000000001e-006	3.778724e+000	4.033740e+000
6.001000000000000e-006	3.779430e+000	4.034347e+000
6.072428571428571e-006	3.851288e+000	4.097587e+000
6.143857142857143e-006	3.922634e+000	4.162739e+000
6.215285714285714e-006	3.993467e+000	4.229802e+000
6.286714285714285e-006	4.063788e+000	4.298776e+000
6.358142857142856e-006	4.133596e+000	4.369661e+000
6.429571428571428e-006	4.202892e+000	4.442458e+000
6.500999999999999e-006	4.271676e+000	4.517166e+000
6.501749999999999e-006	4.272395e+000	4.517958e+000
6.501774999999999e-006	4.272418e+000	4.517985e+000
6.501824999999999e-006	4.272466e+000	4.518038e+000
6.501826562499999e-006	4.272468e+000	4.518039e+000
6.502000000000000e-006	4.272634e+000	4.518223e+000
6.573142857142857e-006	4.340502e+000	4.591532e+000
6.644285714285714e-006	4.407691e+000	4.661586e+000
6.715428571428571e-006	4.474200e+000	4.728384e+000
6.786571428571428e-006	4.540029e+000	4.791927e+000
6.857714285714285e-006	4.605179e+000	4.852214e+000
6.928857142857142e-006	4.669649e+000	4.909245e+000
6.999999999999999e-006	4.733439e+000	4.963020e+000
7.000124999999999e-006	4.733551e+000	4.963112e+000
7.000174999999999e-006	4.733595e+000	4.963148e+000
7.000275000000000e-006	4.733685e+000	4.963222e+000
7.000278125000000e-006	4.733687e+000	4.963223e+000
7.001000000000000e-006	4.734330e+000	4.963751e+000
7.072428571428571e-006	4.797549e+000	5.017068e+000
7.143857142857143e-006	4.859928e+000	5.071996e+000
7.215285714285714e-006	4.921466e+000	5.128537e+000
7.286714285714286e-006	4.982165e+000	5.186689e+000
7.358142857142857e-006	5.042023e+000	5.246454e+000
7.429571428571429e-006	5.101041e+000	5.307831e+000
7.501000000000000e-006	5.159219e+000	5.370820e+000
7.501750000000000e-006	5.159824e+000	5.371488e+000
7.501775000000000e-006	5.159845e+000	5.371511e+000
7.501825000000000e-006	5.159885e+000	5.371555e+000
7.501826562500000e-006	5.159886e+000	5.371556e+000
7.502000000000000e-006	5.160027e+000	5.371711e+000
7.573142857142858e-006	5.216994e+000	5.433058e+000
7.644285714285715e-006	5.273026e+000	5.490925e+000
7.715428571428571e-006	5.328121e+000	5.545311e+000
7.786571428571429e-006	5.382281e+000	5.596218e+000
7.857714285714285e-006	5.435504e+000	5.643645e+000
7.928857142857143e-006	5.487791e+000	5.687592e+000
8.000000000000000e-006	5.539142e+000	5.728058e+000
8.000125000000000e-006	5.539231e+000	5.728126e+000
8.000175000000000e-006	5.539267e+000	5.728153e+000
8.000275000000000e-006	5.539338e+000	5.728208e+000
8.000300000000000e-006	5.539356e+000	5.728221e+000
8.001000000000000e-006	5.539855e+000	5.728601e+000
8.072428571428571e-006	5.590325e+000	5.768321e+000
8.143857142857144e-006	5.639760e+000	5.809495e+000
8.215285714285715e-006	5.688160e+000	5.852122e+000
8.286714285714286e-006	5.735525e+000	5.896203e+000
8.358142857142857e-006	5.781856e+000	5.941736e+000
8.429571428571429e-006	5.827151e+000	5.988723e+000
8.501000000000000e-006	5.871411e+000	6.037163e+000
8.501749999999999e-006	5.871870e+000	6.037679e+000
8.501774999999999e-006	5.871885e+000	6.037696e+000
8.501824999999999e-006	5.871916e+000	6.037730e+000
8.501826562499999e-006	5.871917e+000	6.037731e+000
8.502000000000001e-006	5.872023e+000	6.037850e+000
8.573142857142857e-006	5.914946e+000	6.084548e+000
8.644285714285715e-006	5.956807e+000	6.127672e+000
8.715428571428572e-006	5.997606e+000	6.167220e+000
8.786571428571430e-006	6.037343e+000	6.203193e+000
8.857714285714286e-006	6.076018e+000	6.235591e+000
8.928857142857144e-006	6.113631e+000	6.264415e+000
9.000000000000000e-006	6.150182e+000	6.289663e+000
9.000125000000001e-006	6.150245e+000	6.289704e+000
9.000175000000001e-006	6.150270e+000	6.289721e+000
9.000275000000001e-006	6.150321e+000	6.289753e+000
9.000300000000001e-006	6.150334e+000	6.289762e+000
9.000999999999999e-006	6.150687e+000	6.289991e+000
9.072428571428570e-006	6.186180e+000	6.314349e+000
9.143857142857143e-006	6.220572e+000	6.340125e+000
9.215285714285714e-006	6.253864e+000	6.367317e+000
9.286714285714285e-006	6.286056e+000	6.395928e+000
9.358142857142857e-006	6.317147e+000	6.425956e+000
9.429571428571428e-006	6.347138e+000	6.457401e+000
9.500999999999999e-006	6.376029e+000	6.490264e+000
9.501750000000001e-006	6.376326e+000	6.490616e+000
9.501775000000001e-006	6.376336e+000	6.490628e+000
9.501825000000001e-006	6.376356e+000	6.490652e+000
9.501826562500002e-006	6.376356e+000	6.490652e+000
9.502000000000000e-006	6.376425e+000	6.490734e+000
9.570089776769421e-006	6.402822e+000	6.520622e+000
9.638179553538843e-006	6.428243e+000	6.547260e+000
9.706269330308264e-006	6.452688e+000	6.570647e+000
9.774359107077687e-006	6.476157e+000	6.590784e+000
9.842448883847109e-006	6.498650e+000	6.607669e+000
9.910538660616530e-006	6.520166e+000	6.621304e+000
9.978628437385952e-006	6.540706e+000	6.631689e+000
9.979628437385954e-006	6.541000e+000	6.631817e+000
9.999999999999999e-006	6.546931e+000	6.634243e+000
1.000012500000000e-005	6.546967e+000	6.634257e+000
1.000017500000000e-005	6.546981e+000	6.634263e+000
1.000027500000000e-005	6.547010e+000	6.634274e+000
1.000027812500000e-005	6.547011e+000	6.634274e+000
1.000100000000000e-005	6.547219e+000	6.634355e+000
1.007242857142857e-005	6.567256e+000	6.643285e+000
1.014385714285714e-005	6.586239e+000	6.653701e+000
1.021528571428571e-005	6.604169e+000	6.665602e+000
1.028671428571429e-005	6.621045e+000	6.678989e+000
1.035814285714286e-005	6.636867e+000	6.693862e+000
1.042957142857143e-005	6.651636e+000	6.710221e+000
1.050100000000000e-005	6.665351e+000	6.728065e+000
1.050175000000000e-005	6.665490e+000	6.728260e+000
1.050177500000000e-005	6.665494e+000	6.728266e+000
1.050182500000000e-005	6.665504e+000	6.728279e+000
1.050182656250000e-005	6.665504e+000	6.728280e+000
1.050200000000000e-005	6.665535e+000	6.728324e+000
1.056069238839925e-005	6.675924e+000	6.742014e+000
1.061938477679849e-005	6.685648e+000	6.753363e+000
1.067807716519774e-005	6.694709e+000	6.762373e+000
1.073676955359698e-005	6.703106e+000	6.769043e+000
1.079546194199623e-005	6.710839e+000	6.773373e+000
1.085415433039548e-005	6.717909e+000	6.775364e+000
1.091284671879472e-005	6.724315e+000	6.775015e+000
1.092529718753834e-005	6.725595e+000	6.774668e+000
1.093774765628195e-005	6.726842e+000	6.774206e+000
1.095019812502556e-005	6.728056e+000	6.773630e+000
1.096264859376917e-005	6.729237e+000	6.772940e+000
1.097509906251278e-005	6.730385e+000	6.772134e+000
1.098754953125639e-005	6.731500e+000	6.771215e+000
1.100000000000000e-005	6.732583e+000	6.770181e+000
1.100012500000000e-005	6.732593e+000	6.770170e+000
1.100017500000000e-005	6.732597e+000	6.770165e+000
1.100027500000000e-005	6.732606e+000	6.770157e+000
1.100030000000000e-005	6.732608e+000	6.770155e+000
1.100100000000000e-005	6.732668e+000	6.770094e+000
1.103726419642850e-005	6.735533e+000	6.767414e+000
1.107352839285700e-005	6.738192e+000	6.765099e+000
1.110979258928551e-005	6.740645e+000	6.763151e+000
1.114605678571401e-005	6.742893e+000	6.761568e+000
1.118232098214251e-005	6.744935e+000	6.760352e+000
1.121858517857101e-005	6.746771e+000	6.759501e+000
1.125484937499951e-005	6.748402e+000	6.759016e+000
1.125884937499952e-005	6.748553e+000	6.759014e+000
1.128284937499958e-005	6.749383e+000	6.759134e+000
1.131401374999964e-005	6.750335e+000	6.759516e+000
1.134517812499970e-005	6.751114e+000	6.760204e+000
1.137634249999976e-005	6.751720e+000	6.761199e+000
1.140750687499982e-005	6.752153e+000	6.762500e+000
1.143867124999988e-005	6.752412e+000	6.764107e+000
1.146983562499994e-005	6.752498e+000	6.766021e+000
1.150100000000000e-005	6.752411e+000	6.768242e+000
1.150175000000000e-005	6.752407e+000	6.768299e+000
1.150177500000000e-005	6.752407e+000	6.768301e+000
1.150182500000000e-005	6.752407e+000	6.768305e+000
1.150182656250000e-005	6.752407e+000	6.768305e+000
1.150200000000000e-005	6.752406e+000	6.768318e+000
1.151927894531244e-005	6.752274e+000	6.769503e+000
1.153655789062489e-005	6.752079e+000	6.770433e+000
1.155383683593733e-005	6.751820e+000	6.771109e+000
1.157111578124978e-005	6.751497e+000	6.771530e+000
1.158839472656222e-005	6.751110e+000	6.771698e+000
1.160567367187467e-005	6.750660e+000	6.771611e+000
1.162295261718711e-005	6.750145e+000	6.771270e+000
1.175808000000077e-005	6.745326e+000	6.765420e+000
1.179264000000066e-005	6.743512e+000	6.761606e+000
1.182720000000055e-005	6.741512e+000	6.757048e+000
1.186176000000044e-005	6.739327e+000	6.751746e+000
1.189632000000033e-005	6.736956e+000	6.745701e+000
1.193088000000022e-005	6.734398e+000	6.738912e+000
1.196544000000011e-005	6.731656e+000	6.731380e+000
1.200000000000000e-005	6.728727e+000	6.723104e+000
1.200012500000000e-005	6.728716e+000	6.723073e+000
1.200017500000000e-005	6.728712e+000	6.723060e+000
1.200027500000000e-005	6.728703e+000	6.723035e+000
1.200027812500000e-005	6.728703e+000	6.723034e+000
1.200100000000000e-005	6.728639e+000	6.722852e+000
1.207242857142857e-005	6.721892e+000	6.705932e+000
1.214385714285714e-005	6.714415e+000	6.690850e+000
1.221528571428571e-005	6.706206e+000	6.677608e+000
1.228671428571429e-005	6.697267e+000	6.666204e+000
1.235814285714286e-005	6.687596e+000	6.656638e+000
1.242957142857143e-005	6.677194e+000	6.648912e+000
1.250100000000000e-005	6.666061e+000	6.643024e+000
1.250175000000000e-005	6.665941e+000	6.642972e+000
1.250177500000000e-005	6.665936e+000	6.642971e+000
1.250182500000000e-005	6.665928e+000	6.642967e+000
1.250182656250000e-005	6.665928e+000	6.642967e+000
1.250200000000000e-005	6.665900e+000	6.642955e+000
1.257314285714286e-005	6.654047e+000	6.636038e+000
1.264428571428571e-005	6.641582e+000	6.626069e+000
1.271542857142857e-005	6.628505e+000	6.613047e+000
1.278657142857143e-005	6.614815e+000	6.596973e+000
1.285771428571429e-005	6.600514e+000	6.577847e+000
1.292885714285714e-005	6.585601e+000	6.555668e+000
1.300000000000000e-005	6.570076e+000	6.530436e+000
1.300012500000000e-005	6.570048e+000	6.530389e+000
1.300017500000000e-005	6.570037e+000	6.530370e+000
1.300027500000000e-005	6.570015e+000	6.530332e+000
1.300027812500000e-005	6.570014e+000	6.530331e+000
1.300100000000000e-005	6.569854e+000	6.530059e+000
1.307242857142857e-005	6.553618e+000	6.504377e+000
1.314385714285714e-005	6.536872e+000	6.480761e+000
1.321528571428571e-005	6.519618e+000	6.459211e+000
1.328671428571429e-005	6.501854e+000	6.439727e+000
1.335814285714286e-005	6.483581e+000	6.422308e+000
1.342957142857143e-005	6.464799e+000	6.406956e+000
1.350100000000000e-005	6.445507e+000	6.393670e+000
1.350175000000000e-005	6.445302e+000	6.393541e+000
1.350177500000000e-005	6.445295e+000	6.393537e+000
1.350182500000000e-005	6.445282e+000	6.393528e+000
1.350182656250000e-005	6.445282e+000	6.393528e+000
1.350200000000000e-005	6.445234e+000	6.393498e+000
1.357314285714286e-005	6.425503e+000	6.379465e+000
1.364428571428572e-005	6.405383e+000	6.362605e+000
1.371542857142857e-005	6.384876e+000	6.342918e+000
1.378657142857143e-005	6.363979e+000	6.320405e+000
1.385771428571429e-005	6.342695e+000	6.295065e+000
1.392885714285714e-005	6.321022e+000	6.266898e+000
1.400000000000000e-005	6.298960e+000	6.235905e+000
1.400012500000000e-005	6.298921e+000	6.235848e+000
1.400017500000000e-005	6.298906e+000	6.235825e+000
1.400027500000000e-005	6.298874e+000	6.235779e+000
1.400030000000000e-005	6.298867e+000	6.235768e+000
1.400100000000000e-005	6.298648e+000	6.235449e+000
1.407242857142857e-005	6.276103e+000	6.204227e+000
1.414385714285714e-005	6.253277e+000	6.175302e+000
1.421528571428571e-005	6.230168e+000	6.148672e+000
1.428671428571428e-005	6.206776e+000	6.124338e+000
1.435814285714286e-005	6.183103e+000	6.102299e+000
1.442957142857143e-005	6.159147e+000	6.082557e+000
1.450100000000000e-005	6.134909e+000	6.065111e+000
1.450175000000000e-005	6.134654e+000	6.064940e+000
1.450177500000000e-005	6.134645e+000	6.064934e+000
1.450182500000000e-005	6.134628e+000	6.064923e+000
1.450182656250000e-005	6.134627e+000	6.064922e+000
1.450200000000000e-005	6.134568e+000	6.064883e+000
1.457314285714286e-005	6.110162e+000	6.046945e+000
1.464428571428571e-005	6.085585e+000	6.026395e+000
1.471542857142857e-005	6.060837e+000	6.003233e+000
1.478657142857143e-005	6.035919e+000	5.977459e+000
1.485771428571428e-005	6.010831e+000	5.949074e+000
1.492885714285714e-005	5.985572e+000	5.918076e+000
1.500000000000000e-005	5.960142e+000	5.884467e+000
1.500012500000000e-005	5.960097e+000	5.884406e+000
1.500017500000000e-005	5.960080e+000	5.884381e+000
1.500027500000000e-005	5.960044e+000	5.884332e+000
1.500027812500000e-005	5.960042e+000	5.884330e+000
1.500100000000000e-005	5.959784e+000	5.883976e+000
1.507242857142857e-005	5.934100e+000	5.850376e+000
1.514385714285714e-005	5.908345e+000	5.819275e+000
1.521528571428571e-005	5.882521e+000	5.790672e+000
1.528671428571429e-005	5.856625e+000	5.764568e+000
1.535814285714286e-005	5.830660e+000	5.740963e+000
1.542957142857143e-005	5.804624e+000	5.719857e+000
1.550100000000000e-005	5.778517e+000	5.701249e+000
1.550175000000000e-005	5.778244e+000	5.701067e+000
1.550177500000000e-005	5.778234e+000	5.701061e+000
1.550182500000000e-005	5.778216e+000	5.701049e+000
1.550182656250000e-005	5.778215e+000	5.701048e+000
1.550200000000000e-005	5.778152e+000	5.701006e+000
1.557314285714286e-005	5.752111e+000	5.682143e+000
1.564428571428571e-005	5.726094e+000	5.660855e+000
1.571542857142857e-005	5.700100e+000	5.637141e+000
1.578657142857143e-005	5.674129e+000	5.611002e+000
1.585771428571429e-005	5.648182e+000	5.582438e+000
1.592885714285714e-005	5.622258e+000	5.551448e+000
1.600000000000000e-005	5.596357e+000	5.518034e+000
1.600012500000000e-005	5.596312e+000	5.517972e+000
1.600017500000000e-005	5.596294e+000	5.517948e+000
1.600027500000000e-005	5.596257e+000	5.517900e+000
1.600030000000000e-005	5.596248e+000	5.517888e+000
1.600100000000000e-005	5.595994e+000	5.517547e+000
1.607242857142857e-005	5.570048e+000	5.484335e+000
1.614385714285714e-005	5.544212e+000	5.453796e+000
1.621528571428571e-005	5.518485e+000	5.425930e+000
1.628671428571429e-005	5.492867e+000	5.400738e+000
1.635814285714286e-005	5.467359e+000	5.378219e+000
1.642957142857143e-005	5.441960e+000	5.358373e+000
1.650100000000000e-005	5.416670e+000	5.341200e+000
1.650175000000000e-005	5.416405e+000	5.341034e+000
1.650177500000000e-005	5.416397e+000	5.341028e+000
1.650182500000000e-005	5.416379e+000	5.341017e+000
1.650182656250000e-005	5.416378e+000	5.341017e+000
1.650200000000000e-005	5.416317e+000	5.340979e+000
1.657314285714286e-005	5.391280e+000	5.323713e+000
1.664428571428572e-005	5.366422e+000	5.304169e+000
1.671542857142857e-005	5.341744e+000	5.282346e+000
1.678657142857143e-005	5.317247e+000	5.258245e+000
1.685771428571428e-005	5.292929e+000	5.231865e+000
1.692885714285714e-005	5.268790e+000	5.203207e+000
1.700000000000000e-005	5.244832e+000	5.172270e+000
1.700012500000000e-005	5.244790e+000	5.172214e+000
1.700017500000000e-005	5.244773e+000	5.172191e+000
1.700027500000000e-005	5.244740e+000	5.172146e+000
1.700030000000000e-005	5.244731e+000	5.172135e+000
1.700100000000000e-005	5.244497e+000	5.171819e+000
1.707242857142857e-005	5.220669e+000	5.141252e+000
1.714385714285714e-005	5.197089e+000	5.113484e+000
1.721528571428571e-005	5.173755e+000	5.088516e+000
1.728671428571429e-005	5.150667e+000	5.066347e+000
1.735814285714286e-005	5.127826e+000	5.046979e+000
1.742957142857143e-005	5.105232e+000	5.030410e+000
1.750100000000000e-005	5.082884e+000	5.016640e+000
1.750175000000000e-005	5.082651e+000	5.016510e+000
1.750177500000000e-005	5.082643e+000	5.016506e+000
1.750182500000000e-005	5.082627e+000	5.016497e+000
1.750182656250000e-005	5.082627e+000	5.016497e+000
1.750200000000000e-005	5.082573e+000	5.016467e+000
1.757314285714286e-005	5.060607e+000	5.002720e+000
1.764428571428572e-005	5.038934e+000	4.986796e+000
1.771542857142857e-005	5.017552e+000	4.968694e+000
1.778657142857143e-005	4.996462e+000	4.948415e+000
1.785771428571428e-005	4.975664e+000	4.925957e+000
1.792885714285714e-005	4.955157e+000	4.901322e+000
1.800000000000000e-005	4.934943e+000	4.874510e+000
1.800012500000000e-005	4.934907e+000	4.874461e+000
1.800017500000000e-005	4.934894e+000	4.874441e+000
1.800027500000000e-005	4.934865e+000	4.874402e+000
1.800030000000000e-005	4.934858e+000	4.874392e+000
1.800100000000000e-005	4.934661e+000	4.874118e+000
1.807242857142857e-005	4.914710e+000	4.847796e+000
1.814385714285714e-005	4.895095e+000	4.824352e+000
1.821528571428571e-005	4.875817e+000	4.803787e+000
1.828671428571429e-005	4.856877e+000	4.786100e+000
1.835814285714286e-005	4.838272e+000	4.771291e+000
1.842957142857143e-005	4.820005e+000	4.759361e+000
1.850100000000000e-005	4.802075e+000	4.750309e+000
1.850175000000000e-005	4.801888e+000	4.750229e+000
1.850177500000000e-005	4.801882e+000	4.750226e+000
1.850182500000000e-005	4.801870e+000	4.750221e+000
1.850182656250000e-005	4.801870e+000	4.750220e+000
1.850200000000000e-005	4.801826e+000	4.750202e+000
1.857314285714286e-005	4.784350e+000	4.741231e+000
1.864428571428572e-005	4.767232e+000	4.730137e+000
1.871542857142857e-005	4.750470e+000	4.716919e+000
1.878657142857143e-005	4.734066e+000	4.701578e+000
1.885771428571429e-005	4.718019e+000	4.684114e+000
1.892885714285715e-005	4.702329e+000	4.664526e+000
1.900000000000000e-005	4.686996e+000	4.642814e+000
1.900012500000000e-005	4.686970e+000	4.642774e+000
1.900017500000000e-005	4.686959e+000	4.642758e+000
1.900027500000000e-005	4.686938e+000	4.642726e+000
1.900030000000000e-005	4.686933e+000	4.642718e+000
1.900100000000000e-005	4.686784e+000	4.642494e+000
1.925884937500225e-005	4.634468e+000	4.579696e+000
1.926684937500222e-005	4.632926e+000	4.578382e+000
1.930029946428762e-005	4.626524e+000	4.573251e+000
1.933374955357301e-005	4.620206e+000	4.568745e+000
1.936719964285841e-005	4.613973e+000	4.564863e+000
1.940064973214381e-005	4.607823e+000	4.561607e+000
1.943409982142921e-005	4.601758e+000	4.558976e+000
1.946754991071460e-005	4.595776e+000	4.556969e+000
1.950100000000000e-005	4.589879e+000	4.555588e+000
1.950175000000000e-005	4.589748e+000	4.555564e+000
1.950177500000000e-005	4.589743e+000	4.555563e+000
1.950182500000000e-005	4.589735e+000	4.555562e+000
1.950182656250000e-005	4.589734e+000	4.555562e+000
1.950200000000000e-005	4.589704e+000	4.555556e+000
1.957314285714286e-005	4.577474e+000	4.551960e+000
1.964428571428572e-005	4.565623e+000	4.546252e+000
1.971542857142857e-005	4.554151e+000	4.538432e+000
