time	V(vout)	V(vout2)
0.000000000000000e+000	-9.999999e-005	-1.020000e-002
1.000000000000000e-006	-9.999999e-005	-1.020000e-002
1.000100000000000e-006	-9.999947e-005	-1.020000e-002
1.000125000000000e-006	-9.999931e-005	-1.020000e-002
1.000175000000000e-006	-9.999877e-005	-1.020000e-002
1.000275000000000e-006	-9.999720e-005	-1.019999e-002
1.000300000000000e-006	-9.999665e-005	-1.019999e-002
1.000318750000000e-006	-9.999613e-005	-1.019999e-002
1.000343750000000e-006	-9.999533e-005	-1.019999e-002
1.000393750000000e-006	-9.999326e-005	-1.019998e-002
1.000493750000000e-006	-9.998687e-005	-1.019995e-002
1.000693750000000e-006	-9.996350e-005	-1.019987e-002
1.001000000000000e-006	-9.991049e-005	-1.019969e-002
1.005475624999996e-006	-9.144929e-005	-1.018350e-002
1.009951249999993e-006	-6.983789e-005	-1.014241e-002
1.014426874999989e-006	-3.507630e-005	-1.007642e-002
1.018902499999986e-006	1.283548e-005	-9.985544e-003
1.023378124999982e-006	7.389746e-005	-9.869769e-003
1.027853749999978e-006	1.481096e-004	-9.729099e-003
1.032329374999974e-006	2.354720e-004	-9.563535e-003
1.063059255564895e-006	1.134938e-003	-7.829342e-003
1.114390489123360e-006	3.928377e-003	-2.360119e-003
1.217052956240291e-006	1.289224e-002	1.533444e-002
1.295675065766138e-006	2.250884e-002	3.439487e-002
1.343755780948306e-006	3.012845e-002	4.953215e-002
1.407838569635664e-006	4.184668e-002	7.283611e-002
1.435838569635657e-006	4.782766e-002	8.474207e-002
1.445147345401992e-006	4.986040e-002	8.878902e-002
1.454456121168326e-006	5.193996e-002	9.292972e-002
1.463764896934661e-006	5.406634e-002	9.716418e-002
1.473073672700996e-006	5.623955e-002	1.014924e-001
1.482382448467331e-006	5.845958e-002	1.059143e-001
1.491691224233666e-006	6.072644e-002	1.104301e-001
1.501000000000000e-006	6.304012e-002	1.150395e-001
1.501784652596539e-006	6.323685e-002	1.154315e-001
1.501787693689615e-006	6.323761e-002	1.154330e-001
1.501793775875768e-006	6.323914e-002	1.154360e-001
1.501805940248073e-006	6.324220e-002	1.154421e-001
1.501830268992682e-006	6.324830e-002	1.154543e-001
1.501878926481902e-006	6.326051e-002	1.154786e-001
1.502000000000000e-006	6.329090e-002	1.155391e-001
1.525310396580044e-006	6.931120e-002	1.271902e-001
1.548620793160087e-006	7.566435e-002	1.388286e-001
1.571931189740130e-006	8.235036e-002	1.504542e-001
1.595241586320174e-006	8.936923e-002	1.620672e-001
1.618551982900217e-006	9.672095e-002	1.736676e-001
1.641862379480261e-006	1.044055e-001	1.852552e-001
1.665172776060304e-006	1.124230e-001	1.968302e-001
1.713005236623118e-006	1.282748e-001	2.206246e-001
1.760837697185931e-006	1.453390e-001	2.443472e-001
1.808670157748745e-006	1.636155e-001	2.679979e-001
1.856502618311559e-006	1.831043e-001	2.915768e-001
1.904335078874373e-006	2.038055e-001	3.150838e-001
1.952167539437187e-006	2.257189e-001	3.385190e-001
2.000000000000000e-006	2.488447e-001	3.618823e-001
2.000125000000000e-006	2.489063e-001	3.619432e-001
2.000175000000000e-006	2.489309e-001	3.619676e-001
2.000275000000000e-006	2.489802e-001	3.620164e-001
2.000278125000000e-006	2.489817e-001	3.620179e-001
2.001000000000000e-006	2.493376e-001	3.623700e-001
2.043183962053610e-006	2.708256e-001	3.843480e-001
2.085367924107221e-006	2.930628e-001	4.078584e-001
2.127551886160831e-006	3.160493e-001	4.329014e-001
2.169735848214441e-006	3.397850e-001	4.594769e-001
2.211919810268051e-006	3.642700e-001	4.875849e-001
2.254103772321662e-006	3.895043e-001	5.172254e-001
2.296287734375272e-006	4.154878e-001	5.483984e-001
2.325532343750233e-006	4.341334e-001	5.713117e-001
2.354776953125194e-006	4.531653e-001	5.950263e-001
2.384021562500156e-006	4.725836e-001	6.195424e-001
2.413266171875117e-006	4.923882e-001	6.448597e-001
2.442510781250078e-006	5.125792e-001	6.709785e-001
2.471755390625039e-006	5.331565e-001	6.978986e-001
2.501000000000000e-006	5.541201e-001	7.256200e-001
2.501750000000001e-006	5.546628e-001	7.263417e-001
2.501775000000001e-006	5.546809e-001	7.263657e-001
2.501825000000000e-006	5.547171e-001	7.264139e-001
2.501826562500001e-006	5.547183e-001	7.264154e-001
2.502000000000000e-006	5.548438e-001	7.265823e-001
2.573142857142857e-006	6.076703e-001	7.949436e-001
2.644285714285714e-006	6.626019e-001	8.628138e-001
2.715428571428571e-006	7.196387e-001	9.301931e-001
2.786571428571429e-006	7.787808e-001	9.970813e-001
2.857714285714286e-006	8.400279e-001	1.063479e+000
2.928857142857143e-006	9.033803e-001	1.129385e+000
3.000000000000000e-006	9.688379e-001	1.194800e+000
3.000125000000000e-006	9.689548e-001	1.194914e+000
3.000175000000000e-006	9.690015e-001	1.194960e+000
3.000275000000000e-006	9.690951e-001	1.195051e+000
3.000278125000000e-006	9.690980e-001	1.195054e+000
3.001000000000000e-006	9.697734e-001	1.195714e+000
3.072428571428571e-006	1.037796e+000	1.263520e+000
3.143857142857143e-006	1.107722e+000	1.335638e+000
3.215285714285714e-006	1.179552e+000	1.412067e+000
3.286714285714286e-006	1.253285e+000	1.492807e+000
3.358142857142857e-006	1.328923e+000	1.577860e+000
3.429571428571429e-006	1.406465e+000	1.667223e+000
3.501000000000000e-006	1.485910e+000	1.760899e+000
3.501750000000000e-006	1.486753e+000	1.761905e+000
3.501775000000000e-006	1.486782e+000	1.761939e+000
3.501825000000000e-006	1.486838e+000	1.762006e+000
3.501826562500000e-006	1.486840e+000	1.762008e+000
3.502000000000000e-006	1.487035e+000	1.762241e+000
3.573142857142857e-006	1.568166e+000	1.857344e+000
3.644285714285714e-006	1.650888e+000	1.951394e+000
3.715428571428572e-006	1.735201e+000	2.044390e+000
3.786571428571429e-006	1.821106e+000	2.136333e+000
3.857714285714286e-006	1.908603e+000	2.227223e+000
3.928857142857143e-006	1.997691e+000	2.317059e+000
4.000000000000000e-006	2.088370e+000	2.405842e+000
4.000125000000000e-006	2.088530e+000	2.405997e+000
4.000175000000000e-006	2.088595e+000	2.406059e+000
4.000275000000000e-006	2.088723e+000	2.406183e+000
4.000300000000001e-006	2.088755e+000	2.406214e+000
4.001000000000000e-006	2.089655e+000	2.407080e+000
4.072428571428571e-006	2.182383e+000	2.497668e+000
4.143857142857143e-006	2.276405e+000	2.591918e+000
4.215285714285714e-006	2.371722e+000	2.689832e+000
4.286714285714286e-006	2.468333e+000	2.791409e+000
4.358142857142857e-006	2.566238e+000	2.896648e+000
4.429571428571429e-006	2.665438e+000	3.005550e+000
4.501000000000000e-006	2.765933e+000	3.118116e+000
4.501750000000000e-006	2.766993e+000	3.119316e+000
4.501775000000000e-006	2.767029e+000	3.119356e+000
4.501825000000000e-006	2.767099e+000	3.119436e+000
4.501826562500000e-006	2.767102e+000	3.119439e+000
4.502000000000000e-006	2.767347e+000	3.119716e+000
4.573142857142857e-006	2.868732e+000	3.232870e+000
4.644285714285715e-006	2.971038e+000	3.344264e+000
4.715428571428572e-006	3.074263e+000	3.453898e+000
4.786571428571429e-006	3.178408e+000	3.561774e+000
4.857714285714285e-006	3.283473e+000	3.667891e+000
4.928857142857142e-006	3.389458e+000	3.772248e+000
5.000000000000000e-006	3.496363e+000	3.874846e+000
5.000125000000000e-006	3.496551e+000	3.875025e+000
5.000175000000000e-006	3.496627e+000	3.875096e+000
5.000275000000000e-006	3.496777e+000	3.875238e+000
5.000300000000000e-006	3.496815e+000	3.875274e+000
5.001000000000000e-006	3.497870e+000	3.876272e+000
5.072428571428572e-006	3.606112e+000	3.979918e+000
5.143857142857143e-006	3.714909e+000	4.086461e+000
5.215285714285715e-006	3.824259e+000	4.195900e+000
5.286714285714286e-006	3.934163e+000	4.308236e+000
5.358142857142858e-006	4.044621e+000	4.423468e+000
5.429571428571429e-006	4.155634e+000	4.541596e+000
5.501000000000000e-006	4.267200e+000	4.662621e+000
5.501750000000000e-006	4.268373e+000	4.663905e+000
5.501775000000000e-006	4.268412e+000	4.663948e+000
5.501825000000000e-006	4.268490e+000	4.664034e+000
5.501826562499999e-006	4.268492e+000	4.664037e+000
5.502000000000000e-006	4.268764e+000	4.664334e+000
5.573142857142857e-006	4.380347e+000	4.785057e+000
5.644285714285714e-006	4.492088e+000	4.903242e+000
5.715428571428572e-006	4.603986e+000	5.018889e+000
5.786571428571429e-006	4.716042e+000	5.131998e+000
5.857714285714286e-006	4.828254e+000	5.242568e+000
5.928857142857143e-006	4.940625e+000	5.350600e+000
6.000000000000000e-006	5.053152e+000	5.456094e+000
6.000125000000000e-006	5.053349e+000	5.456276e+000
6.000175000000001e-006	5.053429e+000	5.456349e+000
6.000275000000001e-006	5.053586e+000	5.456495e+000
6.000300000000001e-006	5.053626e+000	5.456532e+000
6.001000000000000e-006	5.054732e+000	5.457554e+000
6.072428571428571e-006	5.167753e+000	5.563225e+000
6.143857142857143e-006	5.280533e+000	5.670991e+000
6.215285714285714e-006	5.393072e+000	5.780851e+000
6.286714285714285e-006	5.505369e+000	5.892805e+000
6.358142857142856e-006	5.617426e+000	6.006853e+000
6.429571428571428e-006	5.729241e+000	6.122994e+000
6.500999999999999e-006	5.840815e+000	6.241230e+000
6.501749999999999e-006	5.841983e+000	6.242481e+000
6.501774999999999e-006	5.842022e+000	6.242523e+000
6.501824999999999e-006	5.842100e+000	6.242607e+000
6.501826562499999e-006	5.842103e+000	6.242609e+000
6.502000000000000e-006	5.842373e+000	6.242898e+000
6.573142857142857e-006	5.953089e+000	6.359965e+000
6.644285714285714e-006	6.063184e+000	6.473718e+000
6.715428571428571e-006	6.172658e+000	6.584157e+000
6.786571428571428e-006	6.281512e+000	6.691283e+000
6.857714285714285e-006	6.389745e+000	6.795095e+000
6.928857142857142e-006	6.497358e+000	6.895593e+000
6.999999999999999e-006	6.604350e+000	6.992778e+000
7.000124999999999e-006	6.604537e+000	6.992945e+000
7.000174999999999e-006	6.604611e+000	6.993011e+000
7.000275000000000e-006	6.604761e+000	6.993145e+000
7.000278125000000e-006	6.604766e+000	6.993150e+000
7.001000000000000e-006	6.605846e+000	6.994115e+000
7.072428571428571e-006	6.712434e+000	7.090586e+000
7.143857142857143e-006	6.818012e+000	7.188390e+000
7.215285714285714e-006	6.922578e+000	7.287528e+000
7.286714285714286e-006	7.026133e+000	7.387999e+000
7.358142857142857e-006	7.128678e+000	7.489804e+000
7.429571428571429e-006	7.230211e+000	7.592943e+000
7.501000000000000e-006	7.330733e+000	7.697414e+000
7.501750000000000e-006	7.331781e+000	7.698517e+000
7.501775000000000e-006	7.331816e+000	7.698554e+000
7.501825000000000e-006	7.331886e+000	7.698627e+000
7.501826562500000e-006	7.331888e+000	7.698630e+000
7.502000000000000e-006	7.332130e+000	7.698885e+000
7.573142857142858e-006	7.431001e+000	7.801432e+000
7.644285714285715e-006	7.528535e+000	7.899971e+000
7.715428571428571e-006	7.624732e+000	7.994502e+000
7.786571428571429e-006	7.719592e+000	8.085025e+000
7.857714285714285e-006	7.813115e+000	8.171539e+000
7.928857142857143e-006	7.905301e+000	8.254046e+000
8.000000000000000e-006	7.996150e+000	8.332544e+000
8.000125000000000e-006	7.996307e+000	8.332678e+000
8.000175000000000e-006	7.996371e+000	8.332731e+000
8.000275000000000e-006	7.996497e+000	8.332838e+000
8.000300000000000e-006	7.996529e+000	8.332865e+000
8.001000000000000e-006	7.997414e+000	8.333613e+000
8.072428571428571e-006	8.087011e+000	8.410557e+000
8.143857142857144e-006	8.174925e+000	8.488196e+000
8.215285714285715e-006	8.261156e+000	8.566531e+000
8.286714285714286e-006	8.345704e+000	8.645563e+000
8.358142857142857e-006	8.428570e+000	8.725290e+000
8.429571428571429e-006	8.509753e+000	8.805714e+000
8.501000000000000e-006	8.589252e+000	8.886834e+000
8.501749999999999e-006	8.590076e+000	8.887689e+000
8.501774999999999e-006	8.590104e+000	8.887716e+000
8.501824999999999e-006	8.590159e+000	8.887774e+000
8.501826562499999e-006	8.590160e+000	8.887775e+000
8.502000000000001e-006	8.590351e+000	8.887973e+000
8.573142857142857e-006	8.667576e+000	8.966581e+000
8.644285714285715e-006	8.742880e+000	9.040637e+000
8.715428571428572e-006	8.816264e+000	9.110139e+000
8.786571428571430e-006	8.887727e+000	9.175088e+000
8.857714285714286e-006	8.957270e+000	9.235484e+000
8.928857142857144e-006	9.024892e+000	9.291327e+000
9.000000000000000e-006	9.090593e+000	9.342616e+000
9.000125000000001e-006	9.090707e+000	9.342701e+000
9.000175000000001e-006	9.090752e+000	9.342735e+000
9.000275000000001e-006	9.090842e+000	9.342804e+000
9.000300000000001e-006	9.090865e+000	9.342821e+000
9.000999999999999e-006	9.091499e+000	9.343299e+000
9.072428571428570e-006	9.155220e+000	9.392343e+000
9.143857142857143e-006	9.216755e+000	9.441626e+000
9.215285714285714e-006	9.276103e+000	9.491147e+000
9.286714285714285e-006	9.333265e+000	9.540908e+000
9.358142857142857e-006	9.388240e+000	9.590908e+000
9.429571428571428e-006	9.441029e+000	9.641146e+000
9.500999999999999e-006	9.491632e+000	9.691624e+000
9.501750000000001e-006	9.492149e+000	9.692154e+000
9.501775000000001e-006	9.492167e+000	9.692172e+000
9.501825000000001e-006	9.492201e+000	9.692207e+000
9.501826562500002e-006	9.492203e+000	9.692208e+000
9.502000000000000e-006	9.492322e+000	9.692331e+000
9.565804062483698e-006	9.535350e+000	9.735163e+000
9.629608124967396e-006	9.576545e+000	9.774105e+000
9.693412187451094e-006	9.615904e+000	9.809157e+000
9.757216249934792e-006	9.653430e+000	9.840318e+000
9.821020312418490e-006	9.689121e+000	9.867590e+000
9.884824374902188e-006	9.722977e+000	9.890971e+000
9.948628437385886e-006	9.754999e+000	9.910462e+000
9.950628437385890e-006	9.755964e+000	9.910995e+000
9.999999999999999e-006	9.779221e+000	9.922927e+000
1.000012500000000e-005	9.779278e+000	9.922954e+000
1.000017500000000e-005	9.779301e+000	9.922964e+000
1.000027500000000e-005	9.779346e+000	9.922986e+000
1.000027812500000e-005	9.779348e+000	9.922987e+000
1.000100000000000e-005	9.779679e+000	9.923143e+000
1.007242857142857e-005	9.811201e+000	9.938679e+000
1.014385714285714e-005	9.840254e+000	9.954224e+000
1.021528571428571e-005	9.866836e+000	9.969778e+000
1.028671428571429e-005	9.890948e+000	9.985341e+000
1.035814285714286e-005	9.912591e+000	1.000091e+001
1.042957142857143e-005	9.931764e+000	1.001650e+001
1.050100000000000e-005	9.948467e+000	1.003209e+001
1.050175000000000e-005	9.948628e+000	1.003225e+001
1.050177500000000e-005	9.948633e+000	1.003226e+001
1.050182500000000e-005	9.948645e+000	1.003227e+001
1.050182656250000e-005	9.948645e+000	1.003227e+001
1.050200000000000e-005	9.948682e+000	1.003231e+001
1.081889424276048e-005	9.991720e+000	1.005082e+001
1.081889536617725e-005	9.991720e+000	1.005082e+001
1.081889609636869e-005	9.991720e+000	1.005082e+001
1.081889647655435e-005	9.991720e+000	1.005082e+001
1.081889683737976e-005	9.991720e+000	1.005082e+001
1.081889724050275e-005	9.991720e+000	1.005082e+001
1.081889762127307e-005	9.991720e+000	1.005082e+001
1.081889801733548e-005	9.991720e+000	1.005082e+001
1.081889839329615e-005	9.991720e+000	1.005082e+001
1.081889878002831e-005	9.991720e+000	1.005082e+001
1.081889915116250e-005	9.991720e+000	1.005082e+001
1.081889988059108e-005	9.991720e+000	1.005082e+001
1.081890041363460e-005	9.991721e+000	1.005082e+001
1.081890094667812e-005	9.991721e+000	1.005082e+001
1.081890147972165e-005	9.991721e+000	1.005082e+001
1.081890201276517e-005	9.991721e+000	1.005082e+001
1.081890254580869e-005	9.991721e+000	1.005082e+001
1.081890307885222e-005	9.991721e+000	1.005082e+001
1.081890361189574e-005	9.991721e+000	1.005082e+001
1.083073367446224e-005	9.992329e+000	1.004963e+001
1.084256373702874e-005	9.992873e+000	1.004843e+001
1.085439379959524e-005	9.993354e+000	1.004724e+001
1.086622386216174e-005	9.993773e+000	1.004604e+001
1.087805392472824e-005	9.994128e+000	1.004485e+001
1.088988398729474e-005	9.994420e+000	1.004365e+001
1.090171404986124e-005	9.994649e+000	1.004246e+001
1.091719224886061e-005	9.994861e+000	1.004089e+001
1.094914864685936e-005	9.994958e+000	1.003767e+001
1.095514864685936e-005	9.994912e+000	1.003706e+001
1.096314864685937e-005	9.994822e+000	1.003625e+001
1.098214864685937e-005	9.994537e+000	1.003433e+001
1.100000000000000e-005	9.994129e+000	1.003253e+001
1.100018762854245e-005	9.994124e+000	1.003251e+001
1.100019090570884e-005	9.994124e+000	1.003251e+001
1.100019461909979e-005	9.994124e+000	1.003251e+001
1.100019833249074e-005	9.994124e+000	1.003251e+001
1.100020204588169e-005	9.994124e+000	1.003251e+001
1.100020575927264e-005	9.994123e+000	1.003251e+001
1.100020947266359e-005	9.994123e+000	1.003251e+001
1.100021318605454e-005	9.994123e+000	1.003251e+001
1.100021689944549e-005	9.994123e+000	1.003251e+001
1.100100000000000e-005	9.994102e+000	1.003243e+001
1.101072930744642e-005	9.993818e+000	1.003145e+001
1.102045861489285e-005	9.993496e+000	1.003046e+001
1.103018792233927e-005	9.993137e+000	1.002948e+001
1.103991722978570e-005	9.992741e+000	1.002849e+001
1.104964653723212e-005	9.992308e+000	1.002751e+001
1.105937584467854e-005	9.991838e+000	1.002653e+001
1.106910515212497e-005	9.991330e+000	1.002554e+001
1.113722693554472e-005	9.987226e+000	1.001864e+001
1.122664871550616e-005	9.980698e+000	1.000957e+001
1.128913323305740e-005	9.975492e+000	1.000323e+001
1.134076996184297e-005	9.970844e+000	9.997992e+000
1.139340856114966e-005	9.965919e+000	9.992649e+000
1.143972565279127e-005	9.961496e+000	9.987948e+000
1.144272565279128e-005	9.961206e+000	9.987644e+000
1.144672565279128e-005	9.960818e+000	9.987239e+000
1.145472565279130e-005	9.960041e+000	9.986427e+000
1.147172565279134e-005	9.958385e+000	9.984703e+000
1.147772565279135e-005	9.957799e+000	9.984095e+000
1.148872565279138e-005	9.956722e+000	9.982979e+000
1.149047913096404e-005	9.956551e+000	9.982801e+000
1.149223260913670e-005	9.956379e+000	9.982624e+000
1.149398608730936e-005	9.956207e+000	9.982446e+000
1.149573956548202e-005	9.956035e+000	9.982268e+000
1.149749304365468e-005	9.955863e+000	9.982091e+000
1.149924652182734e-005	9.955691e+000	9.981913e+000
1.150100000000000e-005	9.955519e+000	9.981735e+000
1.150179424007277e-005	9.955441e+000	9.981654e+000
1.150179818675436e-005	9.955441e+000	9.981654e+000
1.150180304016971e-005	9.955440e+000	9.981653e+000
1.150180833206280e-005	9.955440e+000	9.981653e+000
1.150181350190554e-005	9.955439e+000	9.981652e+000
1.150181756948325e-005	9.955439e+000	9.981652e+000
1.150182298946266e-005	9.955438e+000	9.981651e+000
1.150183382942147e-005	9.955437e+000	9.981650e+000
1.150184193674919e-005	9.955436e+000	9.981649e+000
1.150184322033106e-005	9.955436e+000	9.981649e+000
1.150184404694423e-005	9.955436e+000	9.981649e+000
1.150184444073477e-005	9.955436e+000	9.981649e+000
1.150184480888787e-005	9.955436e+000	9.981649e+000
1.150184522346396e-005	9.955436e+000	9.981649e+000
1.150184560113622e-005	9.955436e+000	9.981649e+000
1.150184600483817e-005	9.955436e+000	9.981649e+000
1.150184638454019e-005	9.955436e+000	9.981649e+000
1.150184678538427e-005	9.955436e+000	9.981649e+000
1.150184716976598e-005	9.955436e+000	9.981649e+000
1.150184756933255e-005	9.955436e+000	9.981649e+000
1.150184795762447e-005	9.955436e+000	9.981649e+000
1.150184835793688e-005	9.955436e+000	9.981649e+000
1.150184875177363e-005	9.955436e+000	9.981649e+000
1.150184915665980e-005	9.955435e+000	9.981649e+000
1.150184956015171e-005	9.955435e+000	9.981648e+000
1.150185039902161e-005	9.955435e+000	9.981648e+000
1.150185179708385e-005	9.955435e+000	9.981648e+000
1.150185508422095e-005	9.955435e+000	9.981648e+000
1.150185837135804e-005	9.955434e+000	9.981648e+000
1.150186165849514e-005	9.955434e+000	9.981648e+000
1.150186494563224e-005	9.955434e+000	9.981647e+000
1.150186823276934e-005	9.955433e+000	9.981647e+000
1.150187151990643e-005	9.955433e+000	9.981647e+000
1.150187480704353e-005	9.955433e+000	9.981647e+000
1.150200000000000e-005	9.955420e+000	9.981634e+000
1.150612716585857e-005	9.955015e+000	9.981217e+000
1.151025433171715e-005	9.954610e+000	9.980800e+000
1.151438149757572e-005	9.954204e+000	9.980383e+000
1.151850866343429e-005	9.953797e+000	9.979966e+000
1.152263582929287e-005	9.953390e+000	9.979549e+000
1.152676299515144e-005	9.952983e+000	9.979132e+000
1.153089016101002e-005	9.952576e+000	9.978716e+000
1.155978737700440e-005	9.949717e+000	9.975798e+000
1.161758180899318e-005	9.943978e+000	9.969960e+000
1.167606189637066e-005	9.938154e+000	9.964054e+000
1.173807491719601e-005	9.931963e+000	9.957790e+000
1.179836580024903e-005	9.925937e+000	9.951702e+000
1.187104312958446e-005	9.918670e+000	9.944362e+000
1.192267773956800e-005	9.913507e+000	9.939147e+000
1.193372377677257e-005	9.912402e+000	9.938031e+000
1.194476981397715e-005	9.911298e+000	9.936916e+000
1.195581585118172e-005	9.910194e+000	9.935800e+000
1.196686188838629e-005	9.909090e+000	9.934685e+000
1.197790792559086e-005	9.907986e+000	9.933569e+000
1.198895396279543e-005	9.906882e+000	9.932454e+000
1.200000000000000e-005	9.905778e+000	9.931338e+000
1.200018662765283e-005	9.905760e+000	9.931319e+000
1.200018985554857e-005	9.905759e+000	9.931318e+000
1.200019195679816e-005	9.905759e+000	9.931318e+000
1.200019888412511e-005	9.905758e+000	9.931318e+000
1.200020581145206e-005	9.905758e+000	9.931317e+000
1.200021273877902e-005	9.905757e+000	9.931317e+000
1.200021966610597e-005	9.905757e+000	9.931316e+000
1.200022659343292e-005	9.905756e+000	9.931315e+000
1.200023352075987e-005	9.905755e+000	9.931314e+000
1.200024044808682e-005	9.905754e+000	9.931314e+000
1.200100000000000e-005	9.905678e+000	9.931237e+000
1.202486298825380e-005	9.903294e+000	9.928829e+000
1.204872597650760e-005	9.900911e+000	9.926427e+000
1.207258896476139e-005	9.898529e+000	9.924030e+000
1.209645195301519e-005	9.896147e+000	9.921640e+000
1.212031494126899e-005	9.893766e+000	9.919255e+000
1.214417792952279e-005	9.891386e+000	9.916877e+000
1.216804091777658e-005	9.889007e+000	9.914504e+000
1.221560650095136e-005	9.884262e+000	9.909759e+000
1.226317208412613e-005	9.879521e+000	9.905038e+000
1.231073766730090e-005	9.874783e+000	9.900343e+000
1.235830325047568e-005	9.870049e+000	9.895674e+000
1.240586883365045e-005	9.865317e+000	9.891030e+000
1.245343441682523e-005	9.860588e+000	9.886411e+000
1.250100000000000e-005	9.855863e+000	9.881817e+000
1.250175000000000e-005	9.855788e+000	9.881744e+000
1.250177500000000e-005	9.855786e+000	9.881742e+000
1.250182500000000e-005	9.855781e+000	9.881737e+000
1.250182656250000e-005	9.855781e+000	9.881737e+000
1.250200000000000e-005	9.855763e+000	9.881721e+000
1.250654669506788e-005	9.855312e+000	9.881271e+000
1.250654790913903e-005	9.855312e+000	9.881271e+000
1.250654849481599e-005	9.855311e+000	9.881271e+000
1.250654887912811e-005	9.855311e+000	9.881271e+000
1.250654930027045e-005	9.855311e+000	9.881271e+000
1.250654966874655e-005	9.855311e+000	9.881271e+000
1.250655006895380e-005	9.855311e+000	9.881271e+000
1.250655044133540e-005	9.855311e+000	9.881271e+000
1.250655083632919e-005	9.855311e+000	9.881270e+000
1.250655120773231e-005	9.855311e+000	9.881270e+000
1.250655159032702e-005	9.855311e+000	9.881270e+000
1.250655231293691e-005	9.855311e+000	9.881270e+000
1.250655286651725e-005	9.855311e+000	9.881270e+000
1.250655342009759e-005	9.855311e+000	9.881270e+000
1.250655397367793e-005	9.855311e+000	9.881270e+000
1.250655452725827e-005	9.855311e+000	9.881270e+000
1.250655508083862e-005	9.855311e+000	9.881270e+000
1.250655563441896e-005	9.855311e+000	9.881270e+000
1.250655618799930e-005	9.855311e+000	9.881270e+000
1.257704816114226e-005	9.848314e+000	9.874152e+000
1.264754013428521e-005	9.841323e+000	9.867033e+000
1.271803210742817e-005	9.834339e+000	9.859914e+000
1.278852408057113e-005	9.827360e+000	9.852795e+000
1.285901605371409e-005	9.820388e+000	9.845677e+000
1.292950802685704e-005	9.813421e+000	9.838558e+000
1.300000000000000e-005	9.806461e+000	9.831440e+000
1.300018600310627e-005	9.806443e+000	9.831421e+000
1.300018828388816e-005	9.806443e+000	9.831421e+000
1.300018955272260e-005	9.806443e+000	9.831421e+000
1.300019060142800e-005	9.806443e+000	9.831420e+000
1.300019201999138e-005	9.806442e+000	9.831420e+000
1.300019507344189e-005	9.806442e+000	9.831420e+000
1.300100000000000e-005	9.806363e+000	9.831339e+000
1.301806660661492e-005	9.804679e+000	9.829619e+000
1.303513321322984e-005	9.802995e+000	9.827905e+000
1.305219981984476e-005	9.801312e+000	9.826197e+000
1.306926642645968e-005	9.799629e+000	9.824496e+000
1.308633303307460e-005	9.797948e+000	9.822802e+000
1.310339963968952e-005	9.796266e+000	9.821114e+000
1.312046624630443e-005	9.794586e+000	9.819432e+000
1.323996166629539e-005	9.782821e+000	9.807730e+000
1.330610414746349e-005	9.776318e+000	9.801386e+000
1.333394641211157e-005	9.773581e+000	9.798731e+000
1.336178867675964e-005	9.770846e+000	9.796094e+000
1.338963094140771e-005	9.768111e+000	9.793475e+000
1.341747320605578e-005	9.765378e+000	9.790873e+000
1.344531547070386e-005	9.762646e+000	9.788288e+000
1.347315773535193e-005	9.759915e+000	9.785721e+000
1.350100000000000e-005	9.757185e+000	9.783171e+000
1.350175000000000e-005	9.757112e+000	9.783103e+000
1.350177500000000e-005	9.757109e+000	9.783100e+000
1.350182500000000e-005	9.757104e+000	9.783095e+000
1.350182656250000e-005	9.757104e+000	9.783095e+000
1.350200000000000e-005	9.757087e+000	9.783080e+000
1.351169082973122e-005	9.756137e+000	9.782147e+000
1.351169167563237e-005	9.756137e+000	9.782147e+000
1.351169210518588e-005	9.756137e+000	9.782147e+000
1.351169246758143e-005	9.756137e+000	9.782147e+000
1.351169291687352e-005	9.756137e+000	9.782147e+000
1.351169322904311e-005	9.756137e+000	9.782147e+000
1.351169357573950e-005	9.756137e+000	9.782147e+000
1.351169396547056e-005	9.756137e+000	9.782147e+000
1.351169435855994e-005	9.756137e+000	9.782146e+000
1.351169474018347e-005	9.756137e+000	9.782146e+000
1.351169511105426e-005	9.756137e+000	9.782146e+000
1.351169582510300e-005	9.756137e+000	9.782146e+000
1.351169637932111e-005	9.756137e+000	9.782146e+000
1.351169693353922e-005	9.756136e+000	9.782146e+000
1.351169748775733e-005	9.756136e+000	9.782146e+000
1.351169804197544e-005	9.756136e+000	9.782146e+000
1.351169859619355e-005	9.756136e+000	9.782146e+000
1.351169915041167e-005	9.756136e+000	9.782146e+000
1.351169970462978e-005	9.756136e+000	9.782146e+000
1.358145688968267e-005	9.749302e+000	9.775103e+000
1.365121407473556e-005	9.742474e+000	9.768059e+000
1.372097125978844e-005	9.735652e+000	9.761015e+000
1.379072844484133e-005	9.728837e+000	9.753971e+000
1.386048562989422e-005	9.722027e+000	9.746927e+000
1.393024281494711e-005	9.715224e+000	9.739883e+000
1.400000000000000e-005	9.708427e+000	9.732840e+000
1.400018494795475e-005	9.708409e+000	9.732821e+000
1.400018795273949e-005	9.708409e+000	9.732821e+000
1.400018904800975e-005	9.708409e+000	9.732821e+000
1.400018993422878e-005	9.708409e+000	9.732821e+000
1.400019037656943e-005	9.708409e+000	9.732821e+000
1.400019117230966e-005	9.708408e+000	9.732821e+000
1.400019221785130e-005	9.708408e+000	9.732821e+000
1.400019373925147e-005	9.708408e+000	9.732821e+000
1.400019931769423e-005	9.708408e+000	9.732820e+000
