time	V(vout)	V(n003)
4.500180296702772e-005	6.825140e+000	9.851649e-001
4.500180359054979e-005	6.825140e+000	9.820473e-001
4.500180483759392e-005	6.825141e+000	9.758120e-001
4.500180733168217e-005	6.825145e+000	9.633416e-001
4.500181231985868e-005	6.825151e+000	9.384007e-001
4.500182229621171e-005	6.825163e+000	8.885189e-001
4.500184224891776e-005	6.825188e+000	7.887554e-001
4.500200000000000e-005	6.825383e+000	1.444800e-011
4.516946961397845e-005	7.017158e+000	7.668399e-012
4.533693922795691e-005	7.184501e+000	2.460667e-012
4.550440884193535e-005	7.327411e+000	-1.175199e-012
4.567187845591380e-005	7.445888e+000	-3.239199e-012
4.583934806989225e-005	7.539933e+000	-3.731332e-012
4.600681768387071e-005	7.609546e+000	-2.651599e-012
4.617428729784916e-005	7.654726e+000	0.000000e+000
4.627194354784916e-005	7.671135e+000	0.000000e+000
4.636959979784916e-005	7.679971e+000	0.000000e+000
4.646725604784916e-005	7.681372e+000	0.000000e+000
4.656491229784917e-005	7.675481e+000	0.000000e+000
4.666256854784917e-005	7.662444e+000	0.000000e+000
4.676022479784917e-005	7.642412e+000	0.000000e+000
4.685788104784918e-005	7.615540e+000	0.000000e+000
4.705319354784918e-005	7.541907e+000	0.000000e+000
4.724850604784919e-005	7.442846e+000	0.000000e+000
4.744381854784919e-005	7.319703e+000	0.000000e+000
4.773678729784920e-005	7.092869e+000	0.000000e+000
4.802975604784921e-005	6.819769e+000	0.000000e+000
4.822506854784921e-005	6.614422e+000	0.000000e+000
4.832272479784922e-005	6.505315e+000	0.000000e+000
4.842038104784922e-005	6.392165e+000	0.000000e+000
4.851803729784922e-005	6.275761e+000	0.000000e+000
4.856368644454096e-005	6.220075e+000	0.000000e+000
4.857774910589448e-005	6.202675e+000	0.000000e+000
4.857775012741440e-005	6.202673e+000	0.000000e+000
4.857775075502266e-005	6.202672e+000	0.000000e+000
4.857775113068984e-005	6.202672e+000	0.000000e+000
4.857775154126048e-005	6.202672e+000	0.000000e+000
4.857775191592826e-005	6.202671e+000	0.000000e+000
4.857775231695715e-005	6.202671e+000	0.000000e+000
4.857775269511974e-005	6.202670e+000	0.000000e+000
4.857775309192697e-005	6.202670e+000	0.000000e+000
4.857775347118481e-005	6.202669e+000	0.000000e+000
4.857775386199921e-005	6.202669e+000	0.000000e+000
4.857775462056184e-005	6.202668e+000	0.000000e+000
4.857775569921990e-005	6.202667e+000	0.000000e+000
4.857775745269299e-005	6.202665e+000	0.000000e+000
4.857775920616610e-005	6.202662e+000	0.000000e+000
4.857776095963920e-005	6.202660e+000	0.000000e+000
4.857776271311231e-005	6.202658e+000	0.000000e+000
4.857776446658541e-005	6.202656e+000	0.000000e+000
4.857776622005851e-005	6.202654e+000	0.000000e+000
4.857776797353161e-005	6.202652e+000	0.000000e+000
4.878094397748670e-005	5.956901e+000	-1.537587e-006
4.898411998144181e-005	5.719943e+000	-2.272814e-006
4.918729598539690e-005	5.491776e+000	-2.205682e-006
4.939047198935200e-005	5.272402e+000	-1.336191e-006
4.959364799330710e-005	5.061819e+000	3.356601e-007
4.979682399726220e-005	4.860028e+000	2.809870e-006
5.000000000121729e-005	4.667029e+000	6.086440e-006
5.000018155272171e-005	4.666860e+000	9.077636e-001
5.000018368196432e-005	4.666858e+000	9.184098e-001
5.000018452986203e-005	4.666857e+000	9.226493e-001
5.000018541003773e-005	4.666856e+000	9.270502e-001
5.000018624778022e-005	4.666855e+000	9.312389e-001
5.000018707702222e-005	4.666855e+000	9.353851e-001
5.000018786839834e-005	4.666854e+000	9.393420e-001
5.000018865275379e-005	4.666853e+000	9.432638e-001
5.000018943054128e-005	4.666852e+000	9.471527e-001
5.000019024668889e-005	4.666852e+000	9.512334e-001
5.000019115497669e-005	4.666851e+000	9.557749e-001
5.000019233557493e-005	4.666850e+000	9.616778e-001
5.000019393352771e-005	4.666848e+000	9.696676e-001
5.000019583826666e-005	4.666847e+000	9.791914e-001
5.000019781924342e-005	4.666845e+000	9.890962e-001
5.000020613750724e-005	4.666837e+000	1.030688e+000
5.000100166816810e-005	4.666095e+000	5.000000e+000
5.003056995077104e-005	4.639025e+000	5.000000e+000
5.006013823337397e-005	4.612595e+000	5.000000e+000
5.008970651597691e-005	4.586806e+000	5.000000e+000
5.011927479857985e-005	4.561657e+000	5.000000e+000
5.014884308118278e-005	4.537148e+000	5.000000e+000
5.017841136378571e-005	4.513280e+000	5.000000e+000
5.020797964638865e-005	4.490052e+000	5.000000e+000
5.040329214638866e-005	4.350122e+000	5.000000e+000
5.069626089638866e-005	4.189707e+000	5.000000e+000
5.089157339638867e-005	4.114861e+000	5.000000e+000
5.108688589638868e-005	4.064888e+000	5.000000e+000
5.118454214638868e-005	4.048991e+000	5.000000e+000
5.128219839638868e-005	4.039021e+000	5.000000e+000
5.137985464638868e-005	4.034870e+000	5.000000e+000
5.147751089638869e-005	4.036432e+000	5.000000e+000
5.157516714638869e-005	4.043593e+000	5.000000e+000
5.167282339638869e-005	4.056240e+000	5.000000e+000
5.177047964638870e-005	4.074253e+000	5.000000e+000
5.196579214638870e-005	4.125893e+000	5.000000e+000
5.216110464638871e-005	4.197516e+000	5.000000e+000
5.235641714638871e-005	4.288091e+000	5.000000e+000
5.255172964638872e-005	4.396549e+000	5.000000e+000
5.284469839638873e-005	4.590379e+000	5.000000e+000
5.313766714638873e-005	4.818224e+000	5.000000e+000
5.343063589638874e-005	5.076251e+000	5.000000e+000
5.372360464638875e-005	5.360590e+000	5.000000e+000
5.401657339638876e-005	5.667376e+000	5.000000e+000
5.430954214638877e-005	5.992774e+000	5.000000e+000
5.440832183976180e-005	6.106426e+000	5.000000e+000
5.450710153313484e-005	6.221246e+000	5.000000e+000
5.460588122650787e-005	6.337234e+000	5.000000e+000
5.470466091988090e-005	6.454389e+000	5.000000e+000
5.480344061325394e-005	6.572712e+000	5.000000e+000
5.490222030662697e-005	6.692203e+000	5.000000e+000
5.500100000000000e-005	6.812861e+000	5.000000e+000
5.500175000000000e-005	6.813779e+000	1.250000e+000
5.500177500000000e-005	6.813810e+000	1.125000e+000
5.500182500000000e-005	6.813871e+000	8.750000e-001
5.500182656250000e-005	6.813873e+000	8.671875e-001
5.500200000000000e-005	6.814085e+000	1.444800e-011
5.515878787388626e-005	6.992663e+000	7.609780e-012
5.531557574777251e-005	7.149837e+000	2.362968e-012
5.547236362165877e-005	7.285608e+000	-1.292437e-012
5.562915149554502e-005	7.399975e+000	-3.356437e-012
5.578593936943128e-005	7.492939e+000	-3.829031e-012
5.594272724331754e-005	7.564498e+000	-2.710218e-012
5.609951511720380e-005	7.614655e+000	0.000000e+000
5.619717136720380e-005	7.636194e+000	0.000000e+000
5.629482761720380e-005	7.650093e+000	0.000000e+000
5.639248386720380e-005	7.656487e+000	0.000000e+000
5.649014011720381e-005	7.655517e+000	0.000000e+000
5.658779636720381e-005	7.647324e+000	0.000000e+000
5.668545261720381e-005	7.632057e+000	0.000000e+000
5.678310886720381e-005	7.609866e+000	0.000000e+000
5.697842136720382e-005	7.545339e+000	0.000000e+000
5.717373386720383e-005	7.455022e+000	0.000000e+000
5.736904636720383e-005	7.340241e+000	0.000000e+000
5.756435886720384e-005	7.202365e+000	0.000000e+000
5.785732761720385e-005	6.955317e+000	0.000000e+000
5.805264011720385e-005	6.765890e+000	0.000000e+000
5.824795261720386e-005	6.558376e+000	0.000000e+000
5.834560886720386e-005	6.448297e+000	0.000000e+000
5.844326511720386e-005	6.334247e+000	0.000000e+000
5.854092136720387e-005	6.217155e+000	0.000000e+000
5.855765639409051e-005	6.196732e+000	0.000000e+000
5.856902940191264e-005	6.182703e+000	0.000000e+000
5.856903031211569e-005	6.182702e+000	0.000000e+000
5.856903077732726e-005	6.182702e+000	0.000000e+000
5.856903114522728e-005	6.182701e+000	0.000000e+000
5.856903163055904e-005	6.182701e+000	0.000000e+000
5.856903188588933e-005	6.182700e+000	0.000000e+000
5.856903221088023e-005	6.182700e+000	0.000000e+000
5.856903260719243e-005	6.182699e+000	0.000000e+000
5.856903301449329e-005	6.182699e+000	0.000000e+000
5.856903340448353e-005	6.182698e+000	0.000000e+000
5.856903378617427e-005	6.182698e+000	0.000000e+000
5.856903454207457e-005	6.182697e+000	0.000000e+000
5.856903513020426e-005	6.182696e+000	0.000000e+000
5.856903571833393e-005	6.182696e+000	0.000000e+000
5.856903630646362e-005	6.182695e+000	0.000000e+000
5.856903689459329e-005	6.182694e+000	0.000000e+000
5.856903748272298e-005	6.182693e+000	0.000000e+000
5.856903807085265e-005	6.182692e+000	0.000000e+000
5.856903865898233e-005	6.182692e+000	0.000000e+000
5.877346170769915e-005	5.936268e+000	0.000000e+000
5.897788475641595e-005	5.698709e+000	0.000000e+000
5.918230780513277e-005	5.470016e+000	0.000000e+000
5.938673085384957e-005	5.250188e+000	0.000000e+000
5.959115390256638e-005	5.039225e+000	0.000000e+000
5.979557695128320e-005	4.837128e+000	0.000000e+000
6.000000000000000e-005	4.643897e+000	0.000000e+000
6.000002596465850e-005	4.643872e+000	1.298233e-001
6.000005192931700e-005	4.643848e+000	2.596466e-001
6.000007789397549e-005	4.643824e+000	3.894699e-001
6.000010385863399e-005	4.643800e+000	5.192932e-001
6.000012982329249e-005	4.643776e+000	6.491165e-001
6.000015578795098e-005	4.643752e+000	7.789398e-001
6.000018175260948e-005	4.643728e+000	9.087631e-001
6.000018327101660e-005	4.643726e+000	9.163551e-001
6.000018411633311e-005	4.643725e+000	9.205816e-001
6.000018500246379e-005	4.643725e+000	9.250123e-001
6.000018585350390e-005	4.643724e+000	9.292675e-001
6.000018669605318e-005	4.643723e+000	9.334803e-001
6.000018749972796e-005	4.643723e+000	9.374986e-001
6.000018829038546e-005	4.643722e+000	9.414519e-001
6.000018906554844e-005	4.643721e+000	9.453278e-001
6.000018986096923e-005	4.643720e+000	9.493048e-001
6.000019071295919e-005	4.643719e+000	9.535648e-001
6.000019173226982e-005	4.643718e+000	9.586614e-001
6.000019328974797e-005	4.643717e+000	9.664487e-001
6.000019499658063e-005	4.643715e+000	9.749829e-001
6.000019692251379e-005	4.643713e+000	9.846126e-001
6.000019932166588e-005	4.643712e+000	9.966083e-001
6.000100000000001e-005	4.642968e+000	5.000000e+000
6.003135217895237e-005	4.615335e+000	5.000000e+000
6.006170435790473e-005	4.588374e+000	5.000000e+000
6.009205653685709e-005	4.562085e+000	5.000000e+000
6.012240871580946e-005	4.536467e+000	5.000000e+000
6.015276089476182e-005	4.511521e+000	5.000000e+000
6.018311307371418e-005	4.487247e+000	5.000000e+000
6.021346525266654e-005	4.463644e+000	5.000000e+000
6.040877775266655e-005	4.325445e+000	5.000000e+000
6.070174650266655e-005	4.167673e+000	5.000000e+000
6.089705900266656e-005	4.094610e+000	5.000000e+000
6.109237150266657e-005	4.046427e+000	5.000000e+000
6.119002775266657e-005	4.031425e+000	5.000000e+000
6.128768400266657e-005	4.022349e+000	5.000000e+000
6.138534025266657e-005	4.019092e+000	5.000000e+000
6.148299650266658e-005	4.021544e+000	5.000000e+000
6.158065275266658e-005	4.029594e+000	5.000000e+000
6.167830900266658e-005	4.043124e+000	5.000000e+000
6.177596525266658e-005	4.062016e+000	5.000000e+000
6.197127775266659e-005	4.115396e+000	5.000000e+000
6.216659025266660e-005	4.188734e+000	5.000000e+000
6.236190275266660e-005	4.280988e+000	5.000000e+000
6.265487150266661e-005	4.452491e+000	5.000000e+000
6.294784025266662e-005	4.660429e+000	5.000000e+000
6.324080900266663e-005	4.900997e+000	5.000000e+000
6.353377775266664e-005	5.170332e+000	5.000000e+000
6.382674650266664e-005	5.464551e+000	5.000000e+000
6.411971525266665e-005	5.779789e+000	5.000000e+000
6.424561307371428e-005	5.921586e+000	5.000000e+000
6.437151089476189e-005	6.065485e+000	5.000000e+000
6.449740871580952e-005	6.211488e+000	5.000000e+000
6.462330653685714e-005	6.359594e+000	5.000000e+000
6.474920435790477e-005	6.509804e+000	5.000000e+000
6.487510217895238e-005	6.662117e+000	5.000000e+000
6.500100000000001e-005	6.816534e+000	5.000000e+000
6.500175000000001e-005	6.817455e+000	1.250000e+000
6.500177500000000e-005	6.817485e+000	1.125000e+000
6.500182500000001e-005	6.817547e+000	8.750000e-001
6.500182656250000e-005	6.817549e+000	8.671875e-001
6.500200000000001e-005	6.817761e+000	0.000000e+000
6.515878787388627e-005	6.996941e+000	0.000000e+000
6.531557574777253e-005	7.154687e+000	0.000000e+000
6.547236362165878e-005	7.290999e+000	0.000000e+000
6.562915149554504e-005	7.405879e+000	0.000000e+000
6.578593936943129e-005	7.499325e+000	0.000000e+000
6.594272724331756e-005	7.571337e+000	0.000000e+000
6.609951511720381e-005	7.621917e+000	0.000000e+000
6.619717136720381e-005	7.643703e+000	0.000000e+000
6.629482761720381e-005	7.657839e+000	0.000000e+000
6.639248386720382e-005	7.664457e+000	0.000000e+000
6.649014011720382e-005	7.663698e+000	0.000000e+000
6.658779636720382e-005	7.655705e+000	0.000000e+000
6.668545261720382e-005	7.640626e+000	0.000000e+000
6.678310886720383e-005	7.618612e+000	0.000000e+000
6.697842136720383e-005	7.554403e+000	0.000000e+000
6.717373386720384e-005	7.464358e+000	0.000000e+000
6.736904636720384e-005	7.349804e+000	0.000000e+000
6.756435886720385e-005	7.212110e+000	0.000000e+000
6.785732761720386e-005	6.965255e+000	0.000000e+000
6.805264011720386e-005	6.775903e+000	0.000000e+000
6.824795261720387e-005	6.568425e+000	0.000000e+000
6.834560886720387e-005	6.458348e+000	0.000000e+000
6.844326511720387e-005	6.344292e+000	0.000000e+000
6.854092136720388e-005	6.227174e+000	0.000000e+000
6.856633566842676e-005	6.196056e+000	0.000000e+000
6.857187898170989e-005	6.189202e+000	0.000000e+000
6.857188008102132e-005	6.189201e+000	0.000000e+000
6.857188062317940e-005	6.189200e+000	0.000000e+000
6.857188100179184e-005	6.189200e+000	0.000000e+000
6.857188157097345e-005	6.189199e+000	0.000000e+000
6.857188191500937e-005	6.189199e+000	0.000000e+000
6.857188225463802e-005	6.189198e+000	0.000000e+000
6.857188263192152e-005	6.189198e+000	0.000000e+000
6.857188303135838e-005	6.189198e+000	0.000000e+000
6.857188342070385e-005	6.189197e+000	0.000000e+000
6.857188380554512e-005	6.189197e+000	0.000000e+000
6.857188455979305e-005	6.189196e+000	0.000000e+000
6.857188526922756e-005	6.189195e+000	0.000000e+000
6.857188597866206e-005	6.189194e+000	0.000000e+000
6.857188668809657e-005	6.189193e+000	0.000000e+000
6.857188739753107e-005	6.189192e+000	0.000000e+000
6.857188810696558e-005	6.189191e+000	0.000000e+000
6.857188881640008e-005	6.189190e+000	0.000000e+000
6.857188952583459e-005	6.189189e+000	0.000000e+000
6.877590530785823e-005	5.942966e+000	0.000000e+000
6.897992108988185e-005	5.705590e+000	0.000000e+000
6.918393687190549e-005	5.477062e+000	0.000000e+000
6.938795265392911e-005	5.257382e+000	0.000000e+000
6.959196843595275e-005	5.046549e+000	0.000000e+000
6.979598421797637e-005	4.844565e+000	0.000000e+000
7.000000000000001e-005	4.651428e+000	0.000000e+000
7.000002596566261e-005	4.651404e+000	1.298283e-001
7.000005193132521e-005	4.651380e+000	2.596566e-001
7.000007789698782e-005	4.651355e+000	3.894849e-001
7.000010386265041e-005	4.651331e+000	5.193132e-001
7.000012982831301e-005	4.651307e+000	6.491416e-001
7.000015579397562e-005	4.651283e+000	7.789699e-001
7.000018175963822e-005	4.651259e+000	9.087982e-001
7.000018327302098e-005	4.651258e+000	9.163651e-001
7.000018411412990e-005	4.651257e+000	9.205707e-001
7.000018500037233e-005	4.651256e+000	9.250019e-001
7.000018584963625e-005	4.651255e+000	9.292482e-001
7.000018669262739e-005	4.651254e+000	9.334632e-001
7.000018749557210e-005	4.651254e+000	9.374779e-001
7.000018828659266e-005	4.651253e+000	9.414330e-001
7.000018906133958e-005	4.651252e+000	9.453067e-001
7.000018985680420e-005	4.651251e+000	9.492840e-001
7.000019070804706e-005	4.651250e+000	9.535402e-001
7.000019172618177e-005	4.651249e+000	9.586309e-001
7.000019327749487e-005	4.651248e+000	9.663875e-001
7.000019497670211e-005	4.651247e+000	9.748835e-001
7.000019690249346e-005	4.651245e+000	9.845124e-001
7.000019929088853e-005	4.651243e+000	9.964544e-001
7.000100000000001e-005	4.650498e+000	5.000000e+000
7.003150580526408e-005	4.622682e+000	5.000000e+000
7.006201161052817e-005	4.595543e+000	5.000000e+000
7.009251741579224e-005	4.569082e+000	5.000000e+000
7.012302322105631e-005	4.543297e+000	5.000000e+000
7.015352902632038e-005	4.518190e+000	5.000000e+000
7.018403483158447e-005	4.493760e+000	5.000000e+000
7.021454063684854e-005	4.470006e+000	5.000000e+000
7.040985313684854e-005	4.331636e+000	5.000000e+000
7.070282188684855e-005	4.173576e+000	5.000000e+000
7.089813438684856e-005	4.100302e+000	5.000000e+000
7.109344688684856e-005	4.051895e+000	5.000000e+000
7.119110313684857e-005	4.036777e+000	5.000000e+000
7.128875938684857e-005	4.027582e+000	5.000000e+000
7.138641563684857e-005	4.024203e+000	5.000000e+000
7.148407188684857e-005	4.026531e+000	5.000000e+000
7.158172813684858e-005	4.034453e+000	5.000000e+000
7.167938438684858e-005	4.047854e+000	5.000000e+000
7.177704063684858e-005	4.066616e+000	5.000000e+000
7.197235313684859e-005	4.119730e+000	5.000000e+000
7.216766563684859e-005	4.192794e+000	5.000000e+000
7.236297813684860e-005	4.284770e+000	5.000000e+000
7.265594688684861e-005	4.455851e+000	5.000000e+000
7.294891563684862e-005	4.663363e+000	5.000000e+000
7.324188438684862e-005	4.903504e+000	5.000000e+000
7.353485313684863e-005	5.172415e+000	5.000000e+000
7.382782188684864e-005	5.466219e+000	5.000000e+000
7.412079063684865e-005	5.781050e+000	5.000000e+000
7.424057774289275e-005	5.915625e+000	5.000000e+000
7.436036484893684e-005	6.052163e+000	5.000000e+000
7.448015195498094e-005	6.190663e+000	5.000000e+000
7.459993906102502e-005	6.331124e+000	5.000000e+000
7.471972616706912e-005	6.473548e+000	5.000000e+000
7.483951327311321e-005	6.617933e+000	5.000000e+000
7.495930037915731e-005	6.764280e+000	5.000000e+000
7.496727353076546e-005	6.774033e+000	5.000000e+000
7.500100000000001e-005	6.815339e+000	5.000000e+000
7.500175000000001e-005	6.816258e+000	1.250000e+000
7.500177500000000e-005	6.816288e+000	1.125000e+000
7.500182500000001e-005	6.816350e+000	8.750000e-001
7.500182656250000e-005	6.816352e+000	8.671875e-001
7.500200000000001e-005	6.816565e+000	0.000000e+000
7.515878787388626e-005	6.995548e+000	0.000000e+000
7.531557574777253e-005	7.153108e+000	0.000000e+000
7.547236362165878e-005	7.289244e+000	0.000000e+000
7.562915149554504e-005	7.403957e+000	0.000000e+000
7.578593936943129e-005	7.497246e+000	0.000000e+000
7.594272724331755e-005	7.569111e+000	0.000000e+000
7.609951511720381e-005	7.619553e+000	0.000000e+000
7.619717136720381e-005	7.641258e+000	0.000000e+000
7.629482761720381e-005	7.655316e+000	0.000000e+000
7.639248386720382e-005	7.661862e+000	0.000000e+000
7.649014011720382e-005	7.661035e+000	0.000000e+000
7.658779636720382e-005	7.652977e+000	0.000000e+000
7.668545261720382e-005	7.637836e+000	0.000000e+000
7.678310886720383e-005	7.615765e+000	0.000000e+000
7.697842136720383e-005	7.551452e+000	0.000000e+000
7.717373386720384e-005	7.461318e+000	0.000000e+000
7.736904636720384e-005	7.346691e+000	0.000000e+000
7.756435886720385e-005	7.208937e+000	0.000000e+000
7.785732761720386e-005	6.962020e+000	0.000000e+000
7.805264011720386e-005	6.772643e+000	0.000000e+000
7.824795261720387e-005	6.565153e+000	0.000000e+000
7.834560886720387e-005	6.455075e+000	0.000000e+000
7.844326511720387e-005	6.341022e+000	0.000000e+000
7.854092136720388e-005	6.223912e+000	0.000000e+000
7.855846329244854e-005	6.202499e+000	0.000000e+000
7.857095208936822e-005	6.187086e+000	0.000000e+000
7.857095312746298e-005	6.187085e+000	0.000000e+000
7.857095364506255e-005	6.187084e+000	0.000000e+000
7.857095402006720e-005	6.187083e+000	0.000000e+000
7.857095456170857e-005	6.187083e+000	0.000000e+000
7.857095487738073e-005	6.187082e+000	0.000000e+000
7.857095521323600e-005	6.187082e+000	0.000000e+000
7.857095559649617e-005	6.187081e+000	0.000000e+000
7.857095599850497e-005	6.187081e+000	0.000000e+000
7.857095638785321e-005	6.187080e+000	0.000000e+000
7.857095677183867e-005	6.187080e+000	0.000000e+000
7.857095752669957e-005	6.187079e+000	0.000000e+000
7.857095812274961e-005	6.187078e+000	0.000000e+000
7.857095871879966e-005	6.187078e+000	0.000000e+000
7.857095931484970e-005	6.187077e+000	0.000000e+000
7.857095991089974e-005	6.187076e+000	0.000000e+000
7.857096050694978e-005	6.187076e+000	0.000000e+000
7.857096110299983e-005	6.187075e+000	0.000000e+000
7.857096169904986e-005	6.187074e+000	0.000000e+000
7.877511002775702e-005	5.940786e+000	0.000000e+000
7.897925835646420e-005	5.703351e+000	0.000000e+000
7.918340668517136e-005	5.474769e+000	0.000000e+000
7.938755501387852e-005	5.255041e+000	0.000000e+000
7.959170334258567e-005	5.044166e+000	0.000000e+000
7.979585167129285e-005	4.842144e+000	0.000000e+000
8.000000000000001e-005	4.648976e+000	0.000000e+000
8.000018143197554e-005	4.648807e+000	9.071599e-001
8.000018362247415e-005	4.648805e+000	9.181124e-001
8.000018447971717e-005	4.648804e+000	9.223986e-001
8.000018535505156e-005	4.648803e+000	9.267753e-001
8.000018619991460e-005	4.648803e+000	9.309996e-001
8.000018702774925e-005	4.648802e+000	9.351388e-001
8.000018782345840e-005	4.648801e+000	9.391173e-001
8.000018860665329e-005	4.648800e+000	9.430333e-001
8.000018938538165e-005	4.648799e+000	9.469269e-001
8.000019019715675e-005	4.648799e+000	9.509858e-001
8.000019109806431e-005	4.648798e+000	9.554904e-001
8.000019225207817e-005	4.648797e+000	9.612604e-001
8.000019387111649e-005	4.648796e+000	9.693556e-001
8.000019578467807e-005	4.648794e+000	9.789234e-001
8.000019775283591e-005	4.648792e+000	9.887642e-001
8.000020588876720e-005	4.648784e+000	1.029444e+000
8.000100000000001e-005	4.648046e+000	5.000000e+000
8.003552400236293e-005	4.616667e+000	5.000000e+000
8.007004800472584e-005	4.586131e+000	5.000000e+000
8.010457200708877e-005	4.556438e+000	5.000000e+000
8.013909600945168e-005	4.527588e+000	5.000000e+000
8.017362001181460e-005	4.499581e+000	5.000000e+000
8.020814401417751e-005	4.472418e+000	5.000000e+000
8.024266801654044e-005	4.446097e+000	5.000000e+000
8.043798051654044e-005	4.311681e+000	5.000000e+000
8.073094926654045e-005	4.159405e+000	5.000000e+000
8.092626176654046e-005	4.089871e+000	5.000000e+000
8.112157426654046e-005	4.045100e+000	5.000000e+000
8.121923051654046e-005	4.031758e+000	5.000000e+000
8.131688676654047e-005	4.024309e+000	5.000000e+000
8.141454301654047e-005	4.022646e+000	5.000000e+000
8.151219926654047e-005	4.026658e+000	5.000000e+000
8.160985551654047e-005	4.036232e+000	5.000000e+000
8.170751176654048e-005	4.051250e+000	5.000000e+000
8.180516801654048e-005	4.071594e+000	5.000000e+000
8.200048051654049e-005	4.127768e+000	5.000000e+000
8.219579301654049e-005	4.203744e+000	5.000000e+000
8.239110551654050e-005	4.298481e+000	5.000000e+000
8.268407426654051e-005	4.473405e+000	5.000000e+000
8.297704301654051e-005	4.684395e+000	5.000000e+000
8.327001176654052e-005	4.927641e+000	5.000000e+000
8.356298051654053e-005	5.199280e+000	5.000000e+000
8.385594926654054e-005	5.495432e+000	5.000000e+000
8.414891801654055e-005	5.812234e+000	5.000000e+000
8.427064420410932e-005	5.949797e+000	5.002308e+000
8.439237039167809e-005	6.089292e+000	5.003530e+000
8.451409657924686e-005	6.230718e+000	5.003666e+000
8.463582276681563e-005	6.374075e+000	5.002717e+000
8.475754895438441e-005	6.519363e+000	5.000681e+000
8.487927514195318e-005	6.666583e+000	4.997560e+000
8.500100132952195e-005	6.815733e+000	4.993352e+000
8.500175059117432e-005	6.816652e+000	1.247044e+000
8.500179049658642e-005	6.816701e+000	1.047517e+000
8.500180047293945e-005	6.816713e+000	9.976353e-001
8.500180296702770e-005	6.816717e+000	9.851649e-001
8.500180359054977e-005	6.816717e+000	9.820473e-001
8.500180483759390e-005	6.816719e+000	9.758120e-001
8.500180733168216e-005	6.816722e+000	9.633416e-001
8.500181231985867e-005	6.816728e+000	9.384007e-001
8.500182229621169e-005	6.816741e+000	8.885189e-001
8.500184224891775e-005	6.816765e+000	7.887554e-001
8.500200000000001e-005	6.816958e+000	0.000000e+000
8.516946961390233e-005	7.007264e+000	0.000000e+000
8.533693922780466e-005	7.173216e+000	0.000000e+000
8.550440884170698e-005	7.314812e+000	0.000000e+000
8.567187845560931e-005	7.432053e+000	0.000000e+000
8.583934806951163e-005	7.524939e+000	0.000000e+000
8.600681768341396e-005	7.593471e+000	0.000000e+000
8.617428729731627e-005	7.637648e+000	0.000000e+000
8.627194354731628e-005	7.653511e+000	0.000000e+000
8.636959979731628e-005	7.661828e+000	0.000000e+000
8.646725604731628e-005	7.662737e+000	0.000000e+000
8.656491229731628e-005	7.656381e+000	0.000000e+000
8.666256854731629e-005	7.642906e+000	0.000000e+000
8.676022479731629e-005	7.622464e+000	0.000000e+000
8.685788104731629e-005	7.595207e+000	0.000000e+000
8.705319354731630e-005	7.520886e+000	0.000000e+000
8.724850604731630e-005	7.421242e+000	0.000000e+000
8.744381854731631e-005	7.297619e+000	0.000000e+000
8.773678729731632e-005	7.070254e+000	0.000000e+000
8.802975604731633e-005	6.796842e+000	0.000000e+000
8.822506854731633e-005	6.591402e+000	0.000000e+000
8.832272479731633e-005	6.482283e+000	0.000000e+000
8.842038104731634e-005	6.369143e+000	0.000000e+000
8.851803729731634e-005	6.252807e+000	0.000000e+000
8.855871229753003e-005	6.203240e+000	0.000000e+000
8.857124405167442e-005	6.187767e+000	0.000000e+000
8.857124504605673e-005	6.187766e+000	0.000000e+000
8.857124556734406e-005	6.187765e+000	0.000000e+000
8.857124594060774e-005	6.187765e+000	0.000000e+000
8.857124648281760e-005	6.187764e+000	0.000000e+000
8.857124680476639e-005	6.187764e+000	0.000000e+000
8.857124714219758e-005	6.187763e+000	0.000000e+000
8.857124752479580e-005	6.187763e+000	0.000000e+000
8.857124792595452e-005	6.187762e+000	0.000000e+000
8.857124831535675e-005	6.187762e+000	0.000000e+000
8.857124869940531e-005	6.187761e+000	0.000000e+000
8.857124945431378e-005	6.187760e+000	0.000000e+000
8.857125005042334e-005	6.187759e+000	0.000000e+000
8.857125064653290e-005	6.187759e+000	0.000000e+000
8.857125124264246e-005	6.187758e+000	0.000000e+000
8.857125183875200e-005	6.187757e+000	0.000000e+000
8.857125243486156e-005	6.187756e+000	0.000000e+000
8.857125303097112e-005	6.187756e+000	0.000000e+000
8.857125362708069e-005	6.187755e+000	0.000000e+000
8.877536025178345e-005	5.941488e+000	0.000000e+000
8.897946687648621e-005	5.704073e+000	0.000000e+000
8.918357350118897e-005	5.475508e+000	0.000000e+000
8.938768012589173e-005	5.255794e+000	0.000000e+000
8.959178675059449e-005	5.044932e+000	0.000000e+000
8.979589337529725e-005	4.842920e+000	0.000000e+000
9.000000000000001e-005	4.649759e+000	0.000000e+000
9.000018148487944e-005	4.649590e+000	9.074244e-001
9.000018366245393e-005	4.649588e+000	9.183123e-001
9.000018456283338e-005	4.649587e+000	9.228142e-001
9.000018540620922e-005	4.649587e+000	9.270310e-001
9.000018627289299e-005	4.649586e+000	9.313645e-001
9.000018708182608e-005	4.649585e+000	9.354091e-001
9.000018788862326e-005	4.649584e+000	9.394431e-001
9.000018866167594e-005	4.649583e+000	9.433084e-001
9.000018944873428e-005	4.649583e+000	9.472437e-001
9.000019025883250e-005	4.649582e+000	9.512942e-001
