time	V(vout)	V(n003)	I(L1)
8.542860595811966e-005	9.995783e+000	5.000000e+000	1.999465e+000
8.572860595811966e-005	9.995882e+000	5.000000e+000	1.999524e+000
8.602860595811967e-005	9.995991e+000	5.000000e+000	1.999580e+000
8.632860595811968e-005	9.996110e+000	5.000000e+000	1.999632e+000
8.662860595811969e-005	9.996237e+000	5.000000e+000	1.999681e+000
8.692860595811969e-005	9.996369e+000	5.000000e+000	1.999726e+000
8.727146310097685e-005	9.996532e+000	5.000000e+000	1.999772e+000
8.761432024383399e-005	9.996694e+000	5.000000e+000	1.999813e+000
8.795717738669115e-005	9.996855e+000	5.000000e+000	1.999849e+000
8.830003452954829e-005	9.997015e+000	5.000000e+000	1.999878e+000
8.864289167240545e-005	9.997174e+000	5.000000e+000	1.999902e+000
8.898574881526259e-005	9.997332e+000	5.000000e+000	1.999921e+000
8.932860595811975e-005	9.997489e+000	5.000000e+000	1.999934e+000
8.961432024383404e-005	9.997613e+000	5.000000e+000	1.999941e+000
8.990003452954833e-005	9.997729e+000	5.000000e+000	1.999945e+000
9.018574881526262e-005	9.997840e+000	5.000000e+000	1.999945e+000
9.047146310097693e-005	9.997943e+000	5.000000e+000	1.999943e+000
9.075717738669122e-005	9.998040e+000	5.000000e+000	1.999938e+000
9.104289167240551e-005	9.998131e+000	5.000000e+000	1.999930e+000
9.132860595811980e-005	9.998215e+000	5.000000e+000	1.999919e+000
9.292860595811984e-005	9.998529e+000	5.000000e+000	1.999824e+000
9.308574881526269e-005	9.998547e+000	5.000000e+000	1.999812e+000
9.324289167240556e-005	9.998562e+000	5.000000e+000	1.999800e+000
9.340003452954842e-005	9.998574e+000	5.000000e+000	1.999788e+000
9.355717738669129e-005	9.998585e+000	5.000000e+000	1.999776e+000
9.371432024383414e-005	9.998593e+000	5.000000e+000	1.999764e+000
9.387146310097701e-005	9.998599e+000	5.000000e+000	1.999751e+000
9.402860595811987e-005	9.998603e+000	5.000000e+000	1.999739e+000
9.412860595811987e-005	9.998604e+000	5.000000e+000	1.999730e+000
9.422860595811987e-005	9.998605e+000	5.000000e+000	1.999722e+000
9.432860595811987e-005	9.998605e+000	5.000000e+000	1.999714e+000
9.442860595811987e-005	9.998604e+000	5.000000e+000	1.999706e+000
9.452860595811988e-005	9.998602e+000	5.000000e+000	1.999698e+000
9.462860595811988e-005	9.998599e+000	5.000000e+000	1.999690e+000
9.482860595811988e-005	9.998591e+000	5.000000e+000	1.999674e+000
9.502860595811989e-005	9.998581e+000	5.000000e+000	1.999659e+000
9.522860595811989e-005	9.998569e+000	5.000000e+000	1.999643e+000
9.542860595811990e-005	9.998553e+000	5.000000e+000	1.999628e+000
9.572860595811991e-005	9.998527e+000	5.000000e+000	1.999606e+000
9.602860595811991e-005	9.998494e+000	5.000000e+000	1.999584e+000
9.632860595811992e-005	9.998458e+000	5.000000e+000	1.999564e+000
9.662860595811993e-005	9.998418e+000	5.000000e+000	1.999545e+000
9.692860595811994e-005	9.998375e+000	5.000000e+000	1.999527e+000
9.722860595811994e-005	9.998329e+000	5.000000e+000	1.999511e+000
9.757146310097710e-005	9.998273e+000	5.000000e+000	1.999493e+000
9.791432024383424e-005	9.998217e+000	5.000000e+000	1.999478e+000
9.825717738669140e-005	9.998161e+000	5.000000e+000	1.999465e+000
9.860003452954854e-005	9.998105e+000	5.000000e+000	1.999453e+000
9.894289167240570e-005	9.998049e+000	5.000000e+000	1.999444e+000
9.928574881526284e-005	9.997992e+000	5.000000e+000	1.999436e+000
9.962860595812000e-005	9.997936e+000	5.000000e+000	1.999431e+000
9.992860595812001e-005	9.997890e+000	5.000000e+000	1.999428e+000
1.000000000000000e-004	9.997880e+000	5.000000e+000	1.999427e+000
