time	V(vout)
2.495231892848534e-003	9.997789e+000
2.495597464277072e-003	9.997746e+000
2.495963035705609e-003	9.997708e+000
2.496328607134147e-003	9.997674e+000
2.496694178562684e-003	9.997644e+000
2.497059749991222e-003	9.997619e+000
2.497571749991175e-003	9.997592e+000
2.497754464276872e-003	9.997582e+000
2.497937178562569e-003	9.997574e+000
2.498119892848267e-003	9.997567e+000
2.498302607133964e-003	9.997560e+000
2.498485321419662e-003	9.997555e+000
2.498668035705359e-003	9.997552e+000
2.498850749991056e-003	9.997549e+000
2.499106749991033e-003	9.997548e+000
2.499234499992314e-003	9.997547e+000
2.499362249993595e-003	9.997547e+000
2.499489999994876e-003	9.997547e+000
2.499617749996157e-003	9.997547e+000
2.499745499997438e-003	9.997548e+000
2.499873249998719e-003	9.997550e+000
2.500001000000000e-003	9.997552e+000
2.500001750000000e-003	9.997552e+000
2.500001775000000e-003	9.997552e+000
2.500001825000000e-003	9.997552e+000
2.500001826562500e-003	9.997552e+000
2.500002000000000e-003	9.997552e+000
2.500071118944536e-003	9.994344e+000
2.500140237889071e-003	9.985612e+000
2.500209356833606e-003	9.971355e+000
2.500278475778141e-003	9.951573e+000
2.500347594722676e-003	9.926267e+000
2.500416713667211e-003	9.895436e+000
2.500485832611746e-003	9.859080e+000
2.500969672606304e-003	9.478999e+000
2.501937352595421e-003	8.394508e+000
2.502064907237641e-003	8.216922e+000
2.502120520805860e-003	8.129381e+000
2.502124600015941e-003	8.122870e+000
2.502128679226022e-003	8.116344e+000
2.502132758436102e-003	8.109806e+000
2.502136837646183e-003	8.103253e+000
2.502140916856264e-003	8.096687e+000
2.502144996066344e-003	8.090108e+000
2.502149075276425e-003	8.083515e+000
2.502149076636636e-003	8.083513e+000
2.502149077275910e-003	8.083512e+000
2.502149077669638e-003	8.083511e+000
2.502149078040159e-003	8.083510e+000
2.502149078444500e-003	8.083510e+000
2.502149078823503e-003	8.083509e+000
2.502149079219918e-003	8.083508e+000
2.502149079597378e-003	8.083508e+000
2.502149079986787e-003	8.083508e+000
2.502149080361039e-003	8.083507e+000
2.502149081102574e-003	8.083506e+000
2.502149081599584e-003	8.083505e+000
2.502149082096595e-003	8.083504e+000
2.502149082593606e-003	8.083503e+000
2.502149083090616e-003	8.083502e+000
2.502149083587627e-003	8.083502e+000
2.502149084084638e-003	8.083501e+000
2.502149084581648e-003	8.083500e+000
2.502516491301133e-003	7.526049e+000
2.502883898020619e-003	7.001790e+000
2.503251304740104e-003	6.510723e+000
2.503618711459589e-003	6.052849e+000
2.503986118179074e-003	5.628165e+000
2.504353524898560e-003	5.236674e+000
2.504720931618045e-003	4.878375e+000
2.505909824949863e-003	3.861243e+000
2.507206243184834e-003	2.998703e+000
2.509087209038904e-003	2.080364e+000
2.511120369764924e-003	1.381415e+000
2.513102023296807e-003	9.219151e-001
2.514994563154353e-003	6.272868e-001
2.516898330064021e-003	4.267601e-001
2.518802755803652e-003	2.903057e-001
2.520725310752995e-003	1.967286e-001
2.522636488876652e-003	1.335754e-001
2.524554132633073e-003	9.059170e-002
2.526464318564197e-003	6.152848e-002
2.528380859162432e-003	4.174023e-002
2.530292537728165e-003	2.834133e-002
2.532208472836241e-003	1.922828e-002
2.534120750080692e-003	1.305437e-002
2.536036053817815e-003	8.857857e-003
2.537948800879243e-003	6.013230e-003
2.539863719482985e-003	4.080491e-003
2.541776814325292e-003	2.769904e-003
2.543691450888965e-003	1.879724e-003
2.545604791540547e-003	1.275938e-003
2.547519234800070e-003	8.659216e-004
2.549432762349045e-003	5.877672e-004
2.551347083571453e-003	3.989089e-004
2.553260766089864e-003	2.707708e-004
2.555175032957776e-003	1.837786e-004
2.557088873931402e-003	1.247499e-004
2.559003173129183e-003	8.467883e-005
2.560917231445928e-003	5.748674e-005
2.562831707696013e-003	3.902869e-005
2.564746147626514e-003	2.650252e-005
2.566661084231634e-003	1.800007e-005
2.568576288264192e-003	1.222987e-005
2.570492278011728e-003	8.313308e-006
2.572409094354500e-003	5.655268e-006
2.574327407130692e-003	3.851147e-006
